rollout/ep_rew_mean,time/total_timesteps,time/fps,rollout/ep_len_mean,time/time_elapsed,time/iterations,train/clip_fraction,train/learning_rate,train/explained_variance,train/entropy_loss,train/loss,train/n_updates,train/clip_range,train/policy_gradient_loss,train/value_loss,train/approx_kl
1282.7306,3686400,996,438.36,3700,30,0.23777180989583332,0.0003,0.833709180355072,-3.8863821190223096,0.03522178530693054,290,0.2,-0.009050870877196455,0.09516548816910168,0.021685952
1279.5868,3809280,995,432.22,3828,31,0.24548583984375,0.0003,0.8602663725614548,-3.8632096049934628,0.010564696043729782,300,0.2,-0.009291305805557688,0.10155494082466854,0.022969775
1312.7666,3932160,986,435.02,3984,32,0.24641520182291668,0.0003,0.8615779727697372,-3.843315697920819,0.013273272663354874,310,0.2,-0.008501820648834837,0.10163140452893761,0.022957632
1296.1418,4055040,982,434.44,4126,33,0.24705403645833332,0.0003,0.8610333800315857,-3.8381487044195333,0.03550449013710022,320,0.2,-0.008652383310275884,0.1063779673173849,0.02323115
1328.7694,4177920,982,426.76,4253,34,0.2534261067708333,0.0003,0.8660903126001358,-3.818018839582801,0.04890480637550354,330,0.2,-0.009282856572948124,0.10152451113943244,0.02431724
1350.1155,4300800,981,440.26,4380,35,0.2516048177083333,0.0003,0.8660807758569717,-3.815997246329983,0.066753089427948,340,0.2,-0.008839247587384308,0.1017650219378993,0.023715751
1320.0941,4423680,981,433.62,4508,36,0.248388671875,0.0003,0.834817111492157,-3.791639419049025,0.0802680030465126,350,0.2,-0.008400219800635872,0.09963868325920582,0.02335384
1374.343,4546560,980,444.18,4636,37,0.25136962890625,0.0003,0.8602551519870758,-3.7858076393976807,0.05314598232507706,360,0.2,-0.00911126131352527,0.11243820204903993,0.02388108
1357.3822,4669440,979,436.1,4765,38,0.24953450520833334,0.0003,0.8587030619382858,-3.7838240605096023,0.0012643039226531982,370,0.2,-0.008513233187944327,0.09593224497099678,0.023783468
1333.6782,4792320,979,423.72,4891,39,0.24999186197916667,0.0003,0.8287216126918793,-3.786960854654511,-0.029602613300085068,380,0.2,-0.008639957200181621,0.10997421132846891,0.023286423
1414.129,4915200,979,446.46,5018,40,0.25425618489583335,0.0003,0.8479763716459274,-3.773594775100549,-0.009016428142786026,390,0.2,-0.008557765357187842,0.12924423970272378,0.024018276
1428.246,5038080,979,444.34,5144,41,0.25366617838541666,0.0003,0.8306633532047272,-3.767711094133556,-0.014108821749687195,400,0.2,-0.008585980254865717,0.10397561028706453,0.024352722
1338.4872,5160960,979,425.14,5271,42,0.2562687174479167,0.0003,0.819529190659523,-3.7614554959908126,0.045588135719299316,410,0.2,-0.009223498153960463,0.10045493230878492,0.024203774
1406.9183,5283840,978,436.44,5398,43,0.25732421875,0.0003,0.8248298317193985,-3.7579721013704934,0.03211762756109238,420,0.2,-0.008819733417015717,0.10571647532410376,0.024284799
